Number,Chapter_No,Chapter_Desc,Group_Code,Group_Desc,ICD10_3_Code,ICD10_3_Code_Desc,ICD10_Code,WHO_Full_Desc,Valid_ICD10_ClinicalUse,Valid_ICD10_Primary,Valid_ICD10_Asterisk,Valid_ICD10_Dagger,Valid_ICD10_Sequelae,Age_Range,Gender,Status,WHO_Start_date,WHO_End_date,WHO_Revision_History,SA_Start_Date,SA_End_Date,SA_Revision_History,Comment,,,,,,,,,,,,
30342,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.21,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, school, other institution and public administrative area, while engaged in leisure activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30343,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.22,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, school, other institution and public administrative area, while working for income",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30344,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.23,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, school, other institution and public administrative area, while engaged in other types of work",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30345,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.24,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30346,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.28,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, school, other institution and public administrative area, while engaged in other specified activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30347,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.29,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, school, other institution and public administrative area, during unspecified activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30348,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, sports and athletics area",N,N,N,N,N,,,,2007-03-01 00:00:00,,,,,Fourth character code added,Existing code and description - no change,,,,,,,,,,,,
30349,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.30,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, sports and athletics area, while engaged in sports activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30350,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.31,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, sports and athletics area, while engaged in leisure activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30351,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.32,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, sports and athletics area, while working for income",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30352,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.33,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, sports and athletics area, while engaged in other types of work",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30353,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.34,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30354,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.38,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, sports and athletics area, while engaged in other specified activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30355,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.39,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, sports and athletics area, during unspecified activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30356,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.4,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, street and highway",N,N,N,N,N,,,,2007-03-01 00:00:00,,,,,Fourth character code added,Existing code and description - no change,,,,,,,,,,,,
30357,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.40,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, street and highway, while engaged in sports activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30358,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.41,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, street and highway, while engaged in leisure activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30359,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, street and highway, while working for income",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30360,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.43,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, street and highway, while engaged in other types of work",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30361,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.44,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, street and highway, while resting, sleeping, eating or engaging in other vital activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30362,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.48,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, street and highway, while engaged in other specified activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30363,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.49,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, street and highway, during unspecified activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
30364,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.5,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, trade and service area",N,N,N,N,N,,,,2007-03-01 00:00:00,,,,,Fourth character code added,Existing code and description - no change,,,,,,,,,,,,
30365,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),241 (X40-X49),Accidents: Other external causes of accidental injury: Accidental poisoning by and exposure to noxious substances,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42.50,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, trade and service area, while engaged in sports activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
